Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Age 
2024/09/16 9:49:17 AM AST,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Don't recall,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Associates of Fine Arts Concentration Architecture,,,,,,,,,,3.0,19-20
2024/09/16 9:49:23 AM AST,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,,,,,,,Some Impact,,,,,No Impact,,Computer Science,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,,18 and younger
2024/09/16 9:50:10 AM AST,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Non Degree seeking,,,,,,,,,,4.0,19-20
2024/09/16 9:50:20 AM AST,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,,,,High Impact,,Some Impact,No Impact,Some Impact,,,Some Impact,,,,,,,,High Impact,Mechanical Engineering Technology,,,,,,,,,,3.0,18 and younger
2024/09/16 9:53:49 AM AST,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,,,,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,Computer Science,Don't recall,No,Yes,Yes,Yes,No,No,No,No,,18 and younger
2024/09/16 9:56:07 AM AST,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Non Degree seeking,,,,,,,,,,4.0,19-20
2024/09/16 9:56:22 AM AST,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,,,,High Impact,,Some Impact,No Impact,Some Impact,,,Some Impact,,,,,,,,Some Impact,Mechanical Engineering Technology,,,,,,,,,,3.0,18 and younger
2024/09/16 9:58:01 AM AST,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,,19-20
2024/09/16 11:01:21 AM AST,No,No,No,No,No,No,Don't recall,Don't recall,No,No,No,No,No,Yes,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,,,,Some Impact,,No Impact,No Impact,,,,,,,,,,,,,Mechanical Engineering Technologist,,,,,,,,,,3.0,21-24
2024/09/16 12:44:50 PM AST,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,,Computer Science,No,No,Yes,Yes,No,No,No,No,No,,25-34
2024/09/16 12:48:27 PM AST,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,Computer Science,No,No,Yes,Yes,No,No,No,No,No,,25-34
2024/09/16 1:46:54 PM AST,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,No,No,Yes,No,No,No,No,No,No,,19-20
2024/09/16 9:28:34 PM AST,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Information Technology,No,No,Yes,Yes,Yes,No,No,No,No,,35-64
2024/09/16 9:31:32 PM AST,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,No,No,Yes,Yes,Yes,No,No,No,No,,35-64
2024/09/17 10:06:33 AM AST,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,,,High Impact,,Some Impact,Some Impact,,,,,,Some Impact,Some Impact,,Some Impact,,Some Impact,,Electrical Engineering w/ biomed option,,,,,,,,,,4.0,25-34
2024/09/19 10:24:59 PM AST,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,,,,,,,,,,,,,,CIS Game Development Option,No,Yes,Yes,No,No,No,No,No,No,,19-20
2024/09/19 10:27:44 PM AST,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,High Impact,,,,,,,High Impact,High Impact,High Impact,,,,,,,,,,,,,,,,,,,,,CIS Game Development Option,Yes,Yes,No,No,No,No,No,No,No,,19-20
2024/09/21 4:14:33 PM AST,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,"Technical Studies, Applied Associate of Science",No,No,No,No,No,No,No,No,No,,21-24
2024/09/21 11:25:37 PM AST,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Mechanical engineering technology,,,,,,,,,,5.0,19-20
2024/09/21 11:48:22 PM AST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Mech e,,,,,,,,,,5.0,19-20
2024/09/21 11:53:32 PM AST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Mech E,,,,,,,,,,4.0,19-20
2024/09/22 8:09:39 AM AST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering,,,,,,,,,,3.0,21-24
2024/09/22 11:56:05 AM AST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,,,,High Impact,,,High Impact,,High Impact,,Some Impact,,High Impact,,,,,High Impact,High Impact,,,,,,Non Degree seeking,,,,,,,,,,4.0,19-20
2024/09/22 3:10:08 PM AST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,,19-20
2024/09/22 3:13:34 PM AST,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,,19-20
2024/09/22 6:32:46 PM AST,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,No,No,No,No,No,No,No,No,No,,19-20
2024/09/22 8:51:18 PM AST,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,,,,,,,,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,,19-20
2024/09/22 9:17:23 PM AST,Yes,Don't recall,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,Yes,Yes,Yes,No,No,No,No,,19-20
2024/09/22 11:07:28 PM AST,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Computer Science,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,19-20
2024/09/27 1:01:23 PM AST,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,25-34
