Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,What motivated you to seek a computing degree/certificate at CCM? (check all that apply),source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Race/ethnicity,Age 
2020/09/14 5:10:18 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,3.0,White/Caucasian,21-24
2020/09/14 5:10:51 PM EST,Yes,Don't recall,Yes,Yes,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,3.0,White/Caucasian,25-34
2020/09/14 5:13:02 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,19-20
2020/09/14 5:13:04 PM EST,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Math-Education Specialization,,,,,,,,,,,3.0,Hispanic or Latino,21-24
2020/09/14 5:14:17 PM EST,Yes,Yes,No,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,No,No,Don't recall,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,,,,,,,Some Impact,Some Impact,Some Impact,,Some Impact,Some Impact,,Mechanical Engineer,,,,,,,,,,,3.0,Hispanic or Latino,19-20
2020/09/14 5:14:29 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,mechanical engineering tech,,,,,,,,,,,3.0,White/Caucasian,19-20
2020/09/14 5:17:10 PM EST,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Personal Enrichment,Yes,No,No,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/14 5:20:03 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,,,No Impact,,,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,High Impact,High Impact,,,,,,"Technical Studies, Applied Associate of Science",Professional Development;To keep current in tech industry;Financial;Personal Enrichment;networking and hacking systems ,No,No,No,No,Yes,No,No,No,No,,Hispanic or Latino,19-20
2020/09/14 5:20:38 PM EST,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,No,No,No,No,Yes,,Hispanic or Latino,25-34
2020/09/14 5:23:27 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,,Elec Engineering Tech,,,,,,,,,,,5.0,White/Caucasian,25-34
2020/09/14 8:31:52 PM EST,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,,,Some Impact,,,Some Impact,,,Some Impact,,High Impact,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,Some Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development,No,No,No,No,Yes,No,No,No,Don't recall,,Black/African American,25-34
2020/09/14 9:13:39 PM EST,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,No,Yes,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,Yes,No,Yes,No,No,Not Sure,No,No,No,Not Sure,No,Yes,No,No,No,No,,,,,,,,Some Impact,,,,Some Impact,Some Impact,,Associate's Degree,,,,,,,,,,,3.0,Asian,19-20
2020/09/14 9:13:45 PM EST,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,High Impact,High Impact,,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field,No,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/15 2:40:49 AM EST,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,,Some Impact,,,,,Some Impact,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,Some Impact,Some Impact,,High Impact,,High Impact,,Electronics Engineering Technology,,,,,,,,,,,5.0,Hispanic or Latino,35-64
2020/09/16 6:47:42 AM EST,Don't recall,Don't recall,No,Yes,Yes,No,Yes,Yes,No,Don't recall,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,No Impact,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;IT Industry Certifications,Yes,Yes,No,Yes,Yes,No,Don't recall,Don't recall,Don't recall,,Asian,18 and younger
2020/09/16 6:48:24 AM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Business Administration,,,,,,,,,,,3.0,Asian,18 and younger
2020/09/16 10:44:06 AM EST,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Electronics Engineering Technology,,,,,,,,,,,4.0,Hispanic or Latino,19-20
2020/09/16 12:12:03 PM EST,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology,,,,,,,,,,,3.0,White/Caucasian,18 and younger
2020/09/16 1:09:14 PM EST,Don't recall,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mathematics,,,,,,,,,,,3.0,White/Caucasian,19-20
2020/09/16 1:10:23 PM EST,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,Yes,No,No,Yes,No,No,No,No,Don't recall,,Hispanic or Latino,18 and younger
2020/09/16 1:11:33 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,,Some Impact,High Impact,Some Impact,,,,High Impact,,Yes,Yes,Yes,Not Sure,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,High Impact,Some Impact,,,,,Some Impact,,High Impact,,No Impact,No Impact,High Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/16 1:12:11 PM EST,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,Yes,No,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Undecided,,,,,,,,,,,3.0,Asian,19-20
2020/09/16 1:12:18 PM EST,Yes,No,No,Yes,Yes,No,Don't recall,Don't recall,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,,,No Impact,,Some Impact,No Impact,No Impact,,High Impact,No Impact,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,,Some Impact,Some Impact,,,,Some Impact,,Some Impact,,,"Computer Science, Associate of Science",Transfer to bachelor's level program,Yes,No,Yes,Yes,Yes,No,No,No,No,,White/Caucasian,18 and younger
2020/09/16 1:13:34 PM EST,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Don't recall,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,Mathematics Associate of Science,,,,,,,,,,,4.0,White/Caucasian,21-24
2020/09/16 1:13:36 PM EST,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,Some Impact,Some Impact,,,,Some Impact,,,,,,,,Some Impact,,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,,,,,,,,,,,Some Impact,,,Mechanical Engineering Technology,,,,,,,,,,,2.0,White/Caucasian,21-24
2020/09/16 1:14:34 PM EST,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,Yes,Don't recall,No,Yes,Yes,Don't recall,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,Not Sure,Not Sure,No,No,Yes,Yes,No,Yes,Not Sure,Yes,No,No,No,No,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Technical Studies, Applied Associate of Science",To keep current in tech industry;Personal Enrichment,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/16 1:14:48 PM EST,No,No,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,,,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;IT Industry Certifications,Yes,Yes,Yes,Yes,No,No,No,No,No,,American Indian/Native American/Alaska Native,18 and younger
2020/09/16 1:20:47 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,MET,,,,,,,,,,,3.0,White/Caucasian,21-24
2020/09/17 12:05:35 AM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;Personal Enrichment,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/17 12:23:10 AM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,Business Administration,,,,,,,,,,,1.0,Asian,19-20
2020/09/17 12:59:31 PM EST,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,Some Impact,No Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,No Impact,No Impact,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/17 1:14:08 PM EST,Yes,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,No Impact,Some Impact,High Impact,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,High Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;IT Industry Certifications;Personal Enrichment,No,No,Yes,Yes,Yes,No,No,No,Don't recall,,White/Caucasian,19-20
2020/09/17 1:15:04 PM EST,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Career Advancement;Career Change;Professional Development;IT Industry Certifications,No,No,No,Yes,No,No,No,No,No,,White/Caucasian,35-64
2020/09/17 1:15:58 PM EST,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;To keep current in tech industry;Financial,No,No,No,No,Yes,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/17 1:16:33 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,,Some Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,,High Impact,,,,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,Yes,No,No,No,No,No,No,,White/Caucasian,21-24
2020/09/17 1:16:41 PM EST,Yes,Don't recall,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field,Yes,No,No,No,No,No,No,No,No,,White/Caucasian,19-20
2020/09/17 1:17:25 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,,,,Some Impact,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",IT Industry Certifications;Financial,No,No,No,No,No,No,No,No,No,,White/Caucasian,35-64
2020/09/17 1:18:26 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Personal Enrichment,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/17 1:18:42 PM EST,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,"Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Professional Development;IT Industry Certifications",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Asian,21-24
2020/09/17 1:22:17 PM EST,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications,No,No,Yes,Yes,Yes,No,Yes,No,Yes,,Asian,25-34
2020/09/17 1:22:43 PM EST,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,High Impact,No Impact,,,Some Impact,Some Impact,Some Impact,No Impact,High Impact,,,,No Impact,High Impact,,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Some Impact,Some Impact,High Impact,Some Impact,No Impact,,,Some Impact,High Impact,,,,,,"Information Technology, Applied Associate of Science","Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Asian,18 and younger
2020/09/17 1:25:09 PM EST,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,3.0,Hispanic or Latino,19-20
