Timestamp,hear_ccm_website,hear_social_media,hear_community_event,hear_family_friend,hear_ccm_student,hear_ccm_alumni,hear_hs_teacher,hear_hs_counselor,hear_inapp_ad,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordable_cost,impact_location,impact_program_choice,impact_online_offerings,impact_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_small_classes,impact_extracurricular,impact_transfer_credits,impact_negative_exp,impact_njstars,impact_transferability,impact_hs_college_credit,"Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [HS Sharetime Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Challenger Program]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [CyberSecurity Information Protection Program Participation ]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Information Session at my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit with my high school]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Campus Visit (individual)]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Workforce Development class]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Corporate Training]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Teen Arts Festival]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Summer camp at CCM]",exp_hs_class,exp_hs_club,exp_competition,exp_afterschool_program,exp_summer_camp,exp_ap_class,exp_dual_enrollment,exp_family_friend_influence,exp_family_in_field,exp_teacher_counselor,exp_employer_influence,exp_ccm_student,exp_work_experience,exp_other,degree_program,What motivated you to seek a computing degree/certificate at CCM? (check all that apply),source_hs_counselor,source_hs_teacher,source_it_website,source_admissions,source_advisor,source_employer,source_ccm_workforce,source_nj_workforce,source_other,interest_level,Race/ethnicity,Age 
2020/09/21 12:04:57 PM EST,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,minoring in computer science,,,,,,,,,,,3.0,Asian,18 and younger
2020/09/21 12:05:23 PM EST,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development;IT Industry Certifications,Yes,Yes,Yes,Yes,Don't recall,No,No,No,No,,Asian,19-20
2020/09/21 12:05:26 PM EST,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"CIS Game Development Option, Applied Associate of Science",Transfer to bachelor's level program;Career Advancement,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/21 12:06:04 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,,,,,,,High Impact,,High Impact,Some Impact,High Impact,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;Career Advancement,Yes,Yes,No,No,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/21 12:06:20 PM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,Yes,Not Sure,Not Sure,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Undecided,,,,,,,,,,,4.0,White/Caucasian,18 and younger
2020/09/21 12:06:23 PM EST,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,,Some Impact,,,,,Some Impact,,,,,,,,,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,,High Impact,,,,,,,High Impact,,,,,Mechanical  Engineering,,,,,,,,,,,5.0,Hispanic or Latino,18 and younger
2020/09/21 12:06:49 PM EST,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Technology Engineering ,,,,,,,,,,,4.0,Hispanic or Latino,18 and younger
2020/09/21 12:58:59 PM EST,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,High Impact,,High Impact,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,Yes,No,No,No,No,No,No,,Hispanic or Latino,25-34
2020/09/21 9:43:22 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",No,No,Yes,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/22 10:02:13 AM EST,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,,No Impact,,No Impact,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,liberal arts major,,,,,,,,,,,2.0,White/Caucasian,19-20
2020/09/22 10:05:23 AM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,liberal Arts Major,,,,,,,,,,,1.0,White/Caucasian,19-20
2020/09/22 11:13:02 AM EST,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program,No,No,No,Yes,No,No,No,No,No,,Hispanic or Latino,18 and younger
2020/09/22 1:39:29 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/22 4:02:35 PM EST,Don't recall,No,Don't recall,Don't recall,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Don't recall,High Impact,High Impact,Some Impact,,,,Some Impact,Some Impact,,Some Impact,,,,,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;Career Advancement;Professional Development;Financial;Personal Enrichment,No,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,White/Caucasian,21-24
2020/09/22 4:10:01 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Change;Personal Enrichment,No,No,Yes,No,Yes,No,No,No,No,,Choose not to reply,25-34
2020/09/22 7:07:22 PM EST,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Transfer to bachelor's level program,No,No,No,No,No,No,No,No,No,,Asian,19-20
2020/09/22 8:25:14 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,,Multi-Racial,25-34
2020/09/22 8:28:35 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,,Multi-Racial,25-34
2020/09/22 8:29:06 PM EST,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Financial,No,No,Yes,No,No,No,No,No,No,,Multi-Racial,25-34
2020/09/22 8:30:10 PM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Mechanical Engineering Technology  ,,,,,,,,,,,4.0,Hispanic or Latino,18 and younger
2020/09/22 9:54:45 PM EST,Don't recall,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Undecided,,,,,,,,,,,2.0,White/Caucasian,19-20
2020/09/23 1:11:50 AM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Chemistry,,,,,,,,,,,5.0,Hispanic or Latino,25-34
2020/09/23 9:56:12 AM EST,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,Some Impact,High Impact,,,High Impact,Some Impact,High Impact,,,High Impact,,Yes,Not Sure,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,,,,,,,,,Some Impact,,,,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;IT Industry Certifications,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,Asian,21-24
2020/09/23 12:29:26 PM EST,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,"Computer Science, Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Hispanic or Latino,25-34
2020/09/23 12:47:15 PM EST,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development;To keep current in tech industry,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Black/African American,21-24
2020/09/23 1:31:06 PM EST,Don't recall,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,,High Impact,High Impact,High Impact,,,Some Impact,,,,Some Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,,Some Impact,,,,High Impact,,Some Impact,,,High Impact,,,EDAM,,,,,,,,,,,3.0,White/Caucasian,18 and younger
2020/09/23 1:33:35 PM EST,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,3.0,Hispanic or Latino,18 and younger
2020/09/23 1:33:47 PM EST,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,High Impact,,,,,,,,High Impact,High Impact,,,High Impact,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,share time (EDAM),,,,,,,,,,,4.0,Choose not to reply,18 and younger
2020/09/23 1:33:52 PM EST,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,,High Impact,,High Impact,High Impact,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,EDAM,,,,,,,,,,,4.0,White/Caucasian,18 and younger
2020/09/23 1:35:16 PM EST,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,,High Impact,,,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,No,No,No,No,No,No,No,,Black/African American,18 and younger
2020/09/23 1:35:48 PM EST,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,,No Impact,Some Impact,No Impact,Some Impact,,Some Impact,,,No Impact,No Impact,,,,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,High Impact,,,,,,,,Challenger Program,"Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,No,No,No,No,No,No,No,No,,White/Caucasian,18 and younger
2020/09/23 1:37:37 PM EST,No,No,No,Yes,Yes,No,No,No,Don't recall,No,Yes,No,No,Yes,High Impact,,High Impact,,High Impact,,Some Impact,,,,,,,,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,,,,,Some Impact,,Some Impact,,,,,,High Impact,Challenger Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement",No,No,No,No,No,No,No,No,Yes,,Hispanic or Latino,18 and younger
2020/09/23 2:19:17 PM EST,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,,,,Some Impact,Some Impact,Yes,Not Sure,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,High Impact,,Some Impact,,,High Impact,,,,Some Impact,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field,No,No,No,Don't recall,No,No,No,No,Yes,,White/Caucasian,21-24
2020/09/23 2:38:34 PM EST,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,No Impact,No Impact,,,,,,Undecided,,,,,,,,,,,5.0,Hispanic or Latino,19-20
2020/09/23 2:38:59 PM EST,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;Financial,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,,Asian,19-20
2020/09/23 2:39:06 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Not Sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Career Change;Professional Development;Job Displacement;Relocation;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment;I like IT",Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,,Hispanic or Latino;Choose not to reply,25-34
2020/09/23 2:39:22 PM EST,Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Not Sure,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development,No,No,No,No,No,No,No,No,No,,Asian,21-24
2020/09/23 2:39:33 PM EST,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,Not Sure,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;IT Industry Certifications;Financial,Yes,No,Yes,No,No,No,No,No,No,,Asian,18 and younger
2020/09/23 2:39:44 PM EST,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,4.0,Asian,18 and younger
2020/09/23 2:39:51 PM EST,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,,,,,,High Impact,,,,,,,Some Impact,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,,,,,,,High Impact,,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,,Asian,18 and younger
2020/09/23 2:40:06 PM EST,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Financial,No,No,Yes,Yes,No,No,No,No,No,,Asian,19-20
2020/09/23 2:40:11 PM EST,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,,,High Impact,High Impact,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;Financial;Personal Enrichment,Yes,No,Yes,Yes,Yes,No,No,No,No,,Hispanic or Latino,19-20
